#Parameters = {a=1.651; b=0.8255; h_box=10; l_cone=10; l_rect=10; l_total=25; l_zyl=5; r1=1; r4=9.525; r_sub=19.05; w_box=10}
#"Time / ns"	"i1 [Real Part / W^(1/2)]"
#--------------------------------------
0.0000000000000	-8.5781834968657e-08
0.00022438087034971	1.4815731219642e-06
0.00044876174069941	1.5974278539943e-06
0.00067314261104912	1.6434800045317e-06
0.00089752348139882	1.5953196452756e-06
0.0011219043517485	1.4275013882070e-06
0.0013462852220982	1.1149538750033e-06
0.0015706660924479	6.3477324374617e-07
0.0017950469627976	-3.1609481254691e-08
0.0020194279495627	-8.9592958829599e-07
0.0022438087034971	-1.9603330656537e-06
0.0024681896902621	-3.2144789656741e-06
0.0026925704441965	-4.6326567826327e-06
0.0029169514309615	-6.1711143644061e-06
0.0031413321848959	-7.7658369264100e-06
0.0033657131716609	-9.3310472948360e-06
0.0035900939255953	-1.0758729331428e-05
0.0038144749123603	-1.1919472854061e-05
0.0040388558991253	-1.2664961104747e-05
0.0042632366530597	-1.2832352695114e-05
0.0044876174069941	-1.2250793588464e-05
0.0047119981609285	-1.0750190995168e-05
0.0049363793805242	-8.1722664617701e-06
0.0051607601344585	-4.3837621888088e-06
0.0053851408883929	7.0848506084076e-07
0.0056095216423273	7.1411141107092e-06
0.0058339028619230	1.4877159628668e-05
0.0060582836158574	2.3789256374585e-05
0.0062826643697917	3.3644275390543e-05
0.0065070451237261	4.4090753362980e-05
0.0067314263433218	5.4650594393024e-05
0.0069558070972562	6.4716630731709e-05
0.0071801878511906	7.3557683208492e-05
0.0074045686051250	8.0332567449659e-05
0.0076289498247206	8.4114399214741e-05
0.0078533301129937	8.3926170191262e-05
0.0080777117982507	7.8787932579871e-05
0.0083020925521851	6.7775654315483e-05
0.0085264733061194	5.0090544391423e-05
0.0087508540600538	2.5137271222775e-05
0.0089752348139882	-7.3918940870499e-06
0.0091996155679226	-4.7430738050025e-05
0.0094239963218570	-9.4455397629645e-05
0.0096483770757914	-0.00014740908227395
0.0098727587610483	-0.00020464160479605
0.010097139514983	-0.00026387101388536
0.010321520268917	-0.00032217428088188
0.010545901022851	-0.00037601427175105
0.010770281776786	-0.00042130937799811
0.010994662530720	-0.00045355077600107
0.011219043284655	-0.00046797070535831
0.011443424038589	-0.00045976263936609
0.011667805723846	-0.00042435131035745
0.011892186477780	-0.00035770682734437
0.012116567231715	-0.00025669377646409
0.012340947985649	-0.00011944169091294
0.012565328739583	5.4280546464724e-05
0.012789709493518	0.00026270782109350
0.013014090247452	0.00050176377408206
0.013238471001387	0.00076481484575197
0.013462852686644	0.0010425216751173
0.013687233440578	0.0013228157768026
0.013911614194512	0.0015910278307274
0.014135994948447	0.0018301903037354
0.014360375702381	0.0020215292461216
0.014584756456316	0.0021451560314745
0.014809137210250	0.0021809544414282
0.015033517964184	0.0021096519194543
0.015257899649441	0.0019140463555232
0.015482280403376	0.0015803483547643
0.015706660225987	0.0010995824122801
0.015931041911244	0.00046898087020963
0.016155423596501	-0.00030671377317049
0.016379803419113	-0.0012141247279942
0.016604185104370	-0.0022303934674710
0.016828564926982	-0.0033227028325200
0.017052946612239	-0.0044482671655715
0.017277326434851	-0.0055548660457134
0.017501708120108	-0.0065819891169667
0.017726087942719	-0.0074626356363297
0.017950469627976	-0.0081257708370686
0.018174851313233	-0.0084994239732623
0.018399231135845	-0.0085143558681011
0.018623612821102	-0.0081081939861178
0.018847992643714	-0.0072298706509173
0.019072374328971	-0.0058441893197596
0.019296754151583	-0.0039362707175314
0.019521135836840	-0.0015156271401793
0.019745517522097	0.0013804229674861
0.019969897344708	0.0046842838637531
0.020194279029965	0.0082968380302191
0.020418658852577	0.012087685056031
0.020643040537834	0.015897072851658
0.020867420360446	0.019539672881365
0.021091802045703	0.022810271009803
0.021316181868315	0.025491347536445
0.021540563553572	0.027362413704395
0.021764945238829	0.028210874646902
0.021989325061440	0.027844019234180
0.022213706746697	0.026101700961590
0.022438086569309	0.022869100794196
0.022662468254566	0.018088921904564
0.022886848077178	0.011772280558944
0.023111229762435	0.0040075541473925
0.023335611447692	-0.0050335652194917
0.023559991270304	-0.015093488618731
0.023784372955561	-0.025830222293735
0.024008752778172	-0.036823373287916
0.024233134463429	-0.047584936022758
0.024457514286041	-0.057574905455112
0.024681895971298	-0.066221490502357
0.024906275793910	-0.072945468127728
0.025130657479167	-0.077187903225422
0.025355039164424	-0.078440234065056
0.025579418987036	-0.076275363564491
0.025803800672293	-0.070378437638283
0.026028180494905	-0.060575455427170
0.026252562180161	-0.046858265995979
0.026476942002773	-0.029403988271952
0.026701323688030	-0.0085874618962407
0.026925705373287	0.015014834702015
0.027150085195899	0.040630448609591
0.027374466881156	0.067306958138943
0.027598846703768	0.093938633799553
0.027823228389025	0.11930346488953
0.028047608211637	0.14210978150368
0.028271989896894	0.16105116903782
0.028496369719505	0.17486751079559
0.028720751404762	0.18241000175476
0.028945133090019	0.18270696699619
0.029169512912631	0.17502747476101
0.029393894597888	0.15893921256065
0.029618274420500	0.13435721397400
0.029842656105757	0.10158029943705
0.030067035928369	0.061312004923820
0.030291417613626	0.014663961715996
0.030515799298882	-0.036860328167677
0.030740179121494	-0.091402024030685
0.030964560806751	-0.14680373668671
0.031188940629363	-0.20068544149399
0.031413320451975	-0.25053748488426
0.031637702137232	-0.29382720589638
0.031862083822489	-0.32811525464058
0.032086465507746	-0.35117661952972
0.032310847193003	-0.36112049221992
0.032535225152969	-0.35650354623795
0.032759606838226	-0.33643007278442
0.032983988523483	-0.30063343048096
0.033208370208740	-0.24953342974186
0.033432748168707	-0.18426518142223
0.033657129853964	-0.10667604207993
0.033881511539221	-0.019288653507829
0.034105893224478	0.074770264327526
0.034330274909735	0.17187424004078
0.034554652869701	0.26803144812584
0.034779034554958	0.35904458165169
0.035003416240215	0.44068992137909
0.035227797925472	0.50890839099884
0.035452175885439	0.55999952554703
0.035676557570696	0.59081006050110
0.035900939255953	0.59890663623810
0.036125320941210	0.58272486925125
0.036349702626467	0.54168516397476
0.036574080586433	0.47626864910126
0.036798462271690	0.38804802298546
0.037022843956947	0.27966868877411
0.037247225642204	0.15477955341339
0.037471603602171	0.017914310097694
0.037695985287428	-0.12567348778248
0.037920366972685	-0.27021551132202
0.038144748657942	-0.40966603159904
